order_id,order_date,affiliate_code,sub_affiliate_code,product_1_name,product_1_price,product_2_name,product_2_price,product_3_name,product_3_price,product_4_name,product_4_price,product_5_name,product_5_price
ORD0000114,2026-06-22,AFF012,,Radiance Serum,29.00,Porch Pirate Protection,19.00,,,,,,
ORD0000115,2026-03-24,AFF019,,Radiance Serum,29.00,,,,,,,,
ORD0000116,2025-10-20,,,Renewal Cream,49.00,,,,,,,,
ORD0000117,2026-05-13,AFF026,AFF026-S04,Radiance Serum,29.00,Sample Pack,59.00,,,,,,
ORD0000118,2025-09-15,AFF021,AFF021-S01,Renewal Cream,119.00,Extended Warranty,39.00,,,,,,
ORD0000119,2026-09-05,AFF008,AFF008-S04,Renewal Cream,119.00,,,,,,,,
ORD0000120,2026-08-17,AFF024,AFF024-S01,Radiance Serum,69.00,Expedited Shipping,29.00,,,,,,
ORD0000121,2026-09-07,AFF024,AFF024-S01,Radiance Serum,69.00,Expedited Shipping,29.00,,,,,,
ORD0000122,2025-10-10,AFF009,,Radiance Serum,49.00,,,,,,,,
ORD0000123,2026-05-25,AFF023,,Renewal Cream,119.00,Extended Warranty,39.00,,,,,,
ORD0000124,2026-04-09,AFF027,AFF027-S01,Radiance Serum,29.00,,,,,,,,
ORD0000125,2026-01-28,AFF023,,Renewal Cream,119.00,,,,,,,,
ORD0000126,2026-03-28,AFF015,AFF015-S02,Radiance Serum,69.00,Sample Pack,59.00,,,,,,
ORD0000127,2026-09-10,AFF018,,Radiance Serum,49.00,,,,,,,,
ORD0000128,2025-09-25,,,Renewal Cream,49.00,,,,,,,,
ORD0000129,2026-07-02,,,Radiance Serum,29.00,,,,,,,,
ORD0000130,2026-02-18,AFF001,AFF001-S01,Renewal Cream,49.00,,,,,,,,
ORD0000131,2025-10-21,AFF017,AFF017-S01,Renewal Cream,49.00,,,,,,,,
ORD0000132,2025-10-20,AFF029,AFF029-S04,Radiance Serum,69.00,,,,,,,,
ORD0000133,2025-12-31,AFF001,,Renewal Cream,79.00,Expedited Shipping,29.00,,,,,,
ORD0000134,2026-07-16,AFF012,AFF012-S02,Renewal Cream,49.00,Porch Pirate Protection,19.00,,,,,,
ORD0000135,2026-01-11,AFF028,AFF028-S02,Radiance Serum,49.00,,,,,,,,
ORD0000136,2026-04-20,AFF028,AFF028-S01,Renewal Cream,79.00,,,,,,,,
ORD0000137,2026-07-30,AFF021,,Renewal Cream,49.00,,,,,,,,
ORD0000138,2026-03-24,AFF018,AFF018-S07,Radiance Serum,49.00,,,,,,,,
ORD0000139,2026-02-08,AFF016,AFF016-S06,Renewal Cream,79.00,Gift Packaging,24.00,,,,,,
ORD0000140,2025-10-11,AFF002,,Renewal Cream,49.00,Sample Pack,59.00,Expedited Shipping,29.00,Extended Warranty,39.00,,
ORD0000141,2026-01-15,AFF005,AFF005-S01,Radiance Serum,69.00,Extended Warranty,39.00,,,,,,
ORD0000142,2026-05-18,AFF012,,Renewal Cream,79.00,,,,,,,,
ORD0000143,2026-05-05,AFF017,AFF017-S01,Renewal Cream,49.00,,,,,,,,
ORD0000144,2025-11-13,AFF028,,Renewal Cream,119.00,,,,,,,,
ORD0000145,2026-03-02,AFF001,AFF001-S06,Renewal Cream,119.00,Extended Warranty,39.00,,,,,,
ORD0000146,2025-09-29,AFF002,,Renewal Cream,79.00,Expedited Shipping,29.00,,,,,,
ORD0000147,2026-09-12,AFF023,,Renewal Cream,79.00,,,,,,,,
ORD0000148,2026-07-16,AFF008,AFF008-S01,Renewal Cream,79.00,Sample Pack,59.00,Extended Warranty,39.00,,,,
ORD0000149,2026-02-20,AFF003,,Renewal Cream,79.00,Extended Warranty,39.00,Priority Support,49.00,,,,
ORD0000150,2026-07-11,AFF008,AFF008-S01,Radiance Serum,29.00,,,,,,,,
ORD0000151,2026-08-01,AFF025,,Radiance Serum,69.00,,,,,,,,
ORD0000152,2025-10-21,AFF002,,Radiance Serum,69.00,Sample Pack,59.00,Extended Warranty,39.00,Expedited Shipping,29.00,Gift Packaging,24.00
ORD0000153,2026-07-21,AFF004,,Radiance Serum,69.00,Porch Pirate Protection,19.00,Expedited Shipping,29.00,Sample Pack,59.00,,
ORD0000154,2026-04-07,AFF015,,Radiance Serum,29.00,,,,,,,,
ORD0000155,2026-02-03,AFF022,,Radiance Serum,49.00,Porch Pirate Protection,19.00,,,,,,
ORD0000156,2026-05-13,AFF016,AFF016-S08,Radiance Serum,69.00,,,,,,,,
ORD0000157,2026-06-23,AFF021,AFF021-S02,Radiance Serum,49.00,,,,,,,,
ORD0000158,2025-12-14,AFF016,AFF016-S09,Radiance Serum,69.00,Priority Support,49.00,Gift Packaging,24.00,Expedited Shipping,29.00,Sample Pack,59.00
ORD0000159,2026-07-28,AFF008,,Renewal Cream,119.00,Sample Pack,59.00,,,,,,
ORD0000160,2026-06-26,AFF005,AFF005-S01,Radiance Serum,49.00,Gift Packaging,24.00,Sample Pack,59.00,Extended Warranty,39.00,,
ORD0000161,2025-11-16,AFF006,,Radiance Serum,29.00,,,,,,,,
ORD0000162,2026-06-06,AFF012,AFF012-S06,Radiance Serum,69.00,,,,,,,,
ORD0000163,2025-10-28,AFF016,AFF016-S11,Radiance Serum,69.00,,,,,,,,
ORD0000164,2026-08-20,AFF024,AFF024-S01,Radiance Serum,29.00,Extended Warranty,39.00,Porch Pirate Protection,19.00,,,,
ORD0000165,2026-06-20,AFF006,,Radiance Serum,69.00,,,,,,,,
ORD0000166,2025-12-10,AFF029,,Renewal Cream,79.00,,,,,,,,
ORD0000167,2026-07-02,AFF025,AFF025-S04,Renewal Cream,49.00,Priority Support,49.00,,,,,,
ORD0000168,2025-11-23,AFF009,AFF009-S06,Radiance Serum,49.00,Extended Warranty,39.00,Gift Packaging,24.00,,,,
ORD0000169,2025-12-01,AFF017,AFF017-S01,Renewal Cream,49.00,,,,,,,,
ORD0000170,2026-01-30,AFF028,AFF028-S01,Renewal Cream,79.00,,,,,,,,
ORD0000171,2026-03-27,AFF009,AFF009-S05,Radiance Serum,49.00,,,,,,,,
ORD0000172,2026-06-09,AFF008,AFF008-S06,Radiance Serum,29.00,,,,,,,,
ORD0000173,2025-10-04,AFF029,AFF029-S06,Radiance Serum,69.00,,,,,,,,
ORD0000174,2026-03-05,AFF027,AFF027-S04,Radiance Serum,49.00,,,,,,,,
ORD0000175,2026-07-15,AFF008,AFF008-S02,Renewal Cream,49.00,,,,,,,,
ORD0000176,2025-09-30,AFF023,,Radiance Serum,49.00,Expedited Shipping,29.00,,,,,,
ORD0000177,2025-11-28,AFF002,AFF002-S09,Renewal Cream,79.00,Sample Pack,59.00,Priority Support,49.00,,,,
ORD0000178,2026-03-30,AFF017,AFF017-S02,Renewal Cream,49.00,,,,,,,,
ORD0000179,2026-05-29,AFF014,AFF014-S02,Radiance Serum,49.00,,,,,,,,
ORD0000180,2026-06-04,AFF009,AFF009-S05,Radiance Serum,29.00,,,,,,,,
ORD0000181,2026-07-10,AFF025,AFF025-S01,Renewal Cream,79.00,Porch Pirate Protection,19.00,,,,,,
ORD0000182,2026-04-02,,,Radiance Serum,29.00,,,,,,,,
ORD0000183,2026-04-23,AFF015,AFF015-S01,Radiance Serum,49.00,,,,,,,,
ORD0000184,2026-04-07,AFF028,AFF028-S01,Radiance Serum,29.00,,,,,,,,
ORD0000185,2026-07-15,AFF009,AFF009-S08,Radiance Serum,49.00,Extended Warranty,39.00,Gift Packaging,24.00,,,,
ORD0000186,2026-04-20,AFF017,AFF017-S01,Renewal Cream,49.00,,,,,,,,
ORD0000187,2025-11-11,AFF022,AFF022-S06,Radiance Serum,69.00,Porch Pirate Protection,19.00,Gift Packaging,24.00,,,,
ORD0000188,2026-09-02,AFF002,AFF002-S09,Radiance Serum,69.00,Extended Warranty,39.00,,,,,,
ORD0000189,2026-06-21,AFF024,AFF024-S01,Renewal Cream,79.00,Sample Pack,59.00,,,,,,
ORD0000190,2025-12-16,AFF002,AFF002-S12,Renewal Cream,119.00,,,,,,,,
ORD0000191,2026-01-23,AFF025,AFF025-S01,Radiance Serum,29.00,Priority Support,49.00,,,,,,
ORD0000192,2025-12-08,AFF023,,Renewal Cream,79.00,,,,,,,,
ORD0000193,2025-11-13,AFF002,,Radiance Serum,49.00,Priority Support,49.00,,,,,,
ORD0000194,2026-05-20,AFF001,AFF001-S01,Renewal Cream,49.00,Gift Packaging,24.00,,,,,,
ORD0000195,2026-04-24,AFF028,,Radiance Serum,49.00,,,,,,,,
ORD0000196,2026-03-11,AFF009,,Renewal Cream,49.00,Sample Pack,59.00,,,,,,
ORD0000197,2026-08-06,AFF002,AFF002-S12,Renewal Cream,119.00,Sample Pack,59.00,,,,,,
ORD0000198,2026-05-23,AFF005,AFF005-S02,Radiance Serum,69.00,,,,,,,,
ORD0000199,2025-12-23,AFF022,AFF022-S06,Radiance Serum,29.00,,,,,,,,
ORD0000200,2026-05-10,AFF016,AFF016-S03,Renewal Cream,119.00,,,,,,,,
ORD0000201,2026-01-27,AFF030,,Radiance Serum,29.00,,,,,,,,
ORD0000202,2025-12-24,AFF003,,Renewal Cream,49.00,Sample Pack,59.00,Gift Packaging,24.00,,,,
ORD0000203,2026-01-31,AFF007,,Radiance Serum,49.00,Expedited Shipping,29.00,Sample Pack,59.00,,,,
ORD0000204,2026-07-02,,,Radiance Serum,29.00,,,,,,,,
ORD0000205,2025-12-30,AFF017,AFF017-S02,Renewal Cream,49.00,,,,,,,,
ORD0000206,2026-01-29,AFF030,AFF030-S04,Radiance Serum,69.00,,,,,,,,
ORD0000207,2026-04-07,AFF015,AFF015-S01,Renewal Cream,79.00,,,,,,,,
ORD0000208,2026-05-15,AFF016,AFF016-S05,Radiance Serum,29.00,,,,,,,,
ORD0000209,2026-04-10,AFF025,,Radiance Serum,69.00,Priority Support,49.00,,,,,,
ORD0000210,2026-02-16,AFF002,AFF002-S04,Radiance Serum,49.00,Porch Pirate Protection,19.00,Priority Support,49.00,Extended Warranty,39.00,,
ORD0000211,2026-06-02,AFF012,AFF012-S01,Radiance Serum,49.00,,,,,,,,
ORD0000212,2025-12-08,AFF024,AFF024-S01,Renewal Cream,49.00,Priority Support,49.00,,,,,,
ORD0000213,2026-04-04,AFF029,AFF029-S08,Radiance Serum,49.00,,,,,,,,
ORD0000214,2026-02-28,AFF014,AFF014-S01,Radiance Serum,69.00,,,,,,,,
ORD0000215,2026-08-30,AFF001,,Renewal Cream,79.00,Gift Packaging,24.00,Porch Pirate Protection,19.00,,,,
ORD0000216,2026-08-15,AFF028,,Renewal Cream,79.00,,,,,,,,
ORD0000217,2025-11-19,AFF024,AFF024-S01,Renewal Cream,119.00,,,,,,,,
ORD0000218,2026-05-28,AFF027,AFF027-S05,Radiance Serum,29.00,,,,,,,,
ORD0000219,2026-01-18,AFF028,AFF028-S02,Radiance Serum,29.00,,,,,,,,
ORD0000220,2026-09-14,AFF028,AFF028-S01,Radiance Serum,29.00,,,,,,,,
ORD0000221,2026-07-22,AFF028,AFF028-S02,Renewal Cream,79.00,Sample Pack,59.00,,,,,,
ORD0000222,2026-01-13,AFF027,AFF027-S01,Renewal Cream,49.00,,,,,,,,
ORD0000223,2026-02-22,AFF022,AFF022-S05,Radiance Serum,49.00,,,,,,,,
ORD0000224,2025-09-24,AFF003,,Radiance Serum,49.00,Gift Packaging,24.00,Priority Support,49.00,,,,
ORD0000225,2026-04-24,AFF028,AFF028-S01,Renewal Cream,79.00,,,,,,,,
ORD0000226,2025-12-19,AFF021,AFF021-S03,Renewal Cream,79.00,,,,,,,,
ORD0000227,2026-01-22,AFF014,,Renewal Cream,119.00,,,,,,,,
ORD0000228,2026-07-23,AFF008,AFF008-S04,Renewal Cream,119.00,,,,,,,,
ORD0000229,2025-09-27,AFF016,AFF016-S07,Radiance Serum,29.00,,,,,,,,
ORD0000230,2026-09-10,AFF016,AFF016-S11,Radiance Serum,69.00,,,,,,,,
ORD0000231,2026-02-19,AFF008,AFF008-S04,Renewal Cream,49.00,,,,,,,,
ORD0000232,2025-12-19,AFF023,,Renewal Cream,79.00,,,,,,,,
ORD0000233,2026-02-13,AFF007,AFF007-S09,Radiance Serum,69.00,Extended Warranty,39.00,,,,,,
ORD0000234,2025-10-13,AFF002,,Radiance Serum,29.00,,,,,,,,
ORD0000235,2026-08-07,AFF014,AFF014-S02,Radiance Serum,69.00,Expedited Shipping,29.00,,,,,,
ORD0000236,2026-03-11,AFF008,AFF008-S06,Renewal Cream,79.00,,,,,,,,
ORD0000237,2025-11-02,,,Renewal Cream,79.00,,,,,,,,
ORD0000238,2026-06-23,AFF012,AFF012-S04,Radiance Serum,69.00,,,,,,,,
ORD0000239,2025-10-08,AFF009,AFF009-S05,Renewal Cream,49.00,Extended Warranty,39.00,,,,,,
ORD0000240,2026-06-07,AFF012,,Radiance Serum,29.00,Gift Packaging,24.00,Expedited Shipping,29.00,Sample Pack,59.00,Porch Pirate Protection,19.00
ORD0000241,2025-12-15,AFF021,AFF021-S04,Renewal Cream,119.00,,,,,,,,
ORD0000242,2026-03-06,AFF010,AFF010-S03,Radiance Serum,29.00,,,,,,,,
ORD0000243,2026-01-06,AFF001,AFF001-S07,Renewal Cream,79.00,Expedited Shipping,29.00,,,,,,
ORD0000244,2025-09-17,AFF024,AFF024-S01,Renewal Cream,49.00,Sample Pack,59.00,Priority Support,49.00,,,,
ORD0000245,2026-04-07,AFF017,AFF017-S02,Renewal Cream,49.00,,,,,,,,
ORD0000246,2026-02-04,AFF023,,Radiance Serum,29.00,,,,,,,,
ORD0000247,2026-02-02,AFF022,AFF022-S04,Radiance Serum,49.00,Extended Warranty,39.00,Gift Packaging,24.00,,,,
ORD0000248,2025-12-29,AFF023,,Radiance Serum,69.00,,,,,,,,
ORD0000249,2026-08-26,,,Renewal Cream,49.00,,,,,,,,
ORD0000250,2026-06-04,AFF024,AFF024-S01,Renewal Cream,119.00,,,,,,,,
ORD0000251,2026-03-24,AFF012,,Renewal Cream,49.00,,,,,,,,
ORD0000252,2025-11-27,AFF024,AFF024-S01,Renewal Cream,119.00,,,,,,,,
ORD0000253,2025-09-26,AFF003,,Renewal Cream,79.00,Gift Packaging,24.00,Expedited Shipping,29.00,,,,
ORD0000254,2026-07-20,AFF009,AFF009-S05,Renewal Cream,49.00,Gift Packaging,24.00,,,,,,
ORD0000255,2025-10-28,AFF028,,Renewal Cream,79.00,,,,,,,,
ORD0000256,2026-06-05,AFF018,,Renewal Cream,119.00,,,,,,,,
ORD0000257,2026-06-10,AFF028,AFF028-S02,Radiance Serum,29.00,,,,,,,,
ORD0000258,2025-11-24,AFF029,,Radiance Serum,29.00,Sample Pack,59.00,,,,,,
ORD0000259,2026-02-28,AFF024,AFF024-S01,Renewal Cream,49.00,Priority Support,49.00,,,,,,
ORD0000260,2025-12-23,AFF024,AFF024-S01,Radiance Serum,49.00,,,,,,,,
ORD0000261,2026-03-08,AFF001,AFF001-S01,Radiance Serum,69.00,Extended Warranty,39.00,Sample Pack,59.00,Priority Support,49.00,Porch Pirate Protection,19.00
ORD0000262,2026-06-15,AFF020,AFF020-S04,Renewal Cream,119.00,,,,,,,,
ORD0000263,2025-12-24,AFF005,,Renewal Cream,79.00,Sample Pack,59.00,Extended Warranty,39.00,Expedited Shipping,29.00,Priority Support,49.00
ORD0000264,2025-12-27,AFF016,AFF016-S04,Radiance Serum,49.00,,,,,,,,
ORD0000265,2026-03-08,AFF021,AFF021-S01,Radiance Serum,49.00,Sample Pack,59.00,,,,,,
ORD0000266,2026-05-24,AFF008,AFF008-S03,Renewal Cream,49.00,,,,,,,,
ORD0000267,2026-01-23,AFF015,,Renewal Cream,119.00,,,,,,,,
ORD0000268,2025-12-02,AFF017,AFF017-S02,Radiance Serum,29.00,,,,,,,,
ORD0000269,2026-01-05,AFF029,AFF029-S06,Radiance Serum,29.00,,,,,,,,
